,Unnamed: 0,Wikipedia_movie_ID,Freebase_movie_ID,Movie_name,Movie_release_date,Movie_box_office_revenue,Movie_runtime,Movie_languages,Movie_countries,Movie_genres,Directors,Authors,Actors_rotten,production_company,Critics_rotten_rating,Critic_rotten_count,Audience_rotten_rating,Audience_rotten_count
2049,68622,5674209,/m/0dzgwx,Sugar Hill,1994,18272447.0,123.0,['English Language'],['United States of America'],"['Thriller', 'Crime Fiction', 'Drama', 'Indie', 'Gangster Film']",Leon Ichaso,Barry Michael Cooper,"Wesley Snipes, Michael Wright, Theresa Randle, Abe Vigoda, Ernie Hudson, Joe Dallesandro, Leslie Uggams, Khandi Alexander, Kimberly Russell, Larry Joshua, Ray Serra, Raymond Serra, Mary Gail Artz, Vondie Curtis-Hall, Barbara Cohen, Anthony Thomas, John Pittman, Steve Harris, Michael Guess, Abdul Mutakabbir, Yusaf Ramadan, Karl Johnson, Andre Lamal, O.L. Duke, Dulé Hill, Sam Gordon, DeVaughn Walter Nixon, Marquise Wilson, Frank Ferrara, Sam Bottoms, Donald Faison, Bryan Clark, Lord Michael Banks, Alex Brown, Nicky Corello, Natalie Venetia Belcon, Brenden Jefferson, DeNetria Champ, Phyromn Taylor, Maria Kelley, Clarence Williams III",20th Century Fox,20.0,10.0,69.0,6711.0
2050,68627,28397585,/m/0crc2cp,The Three Musketeers,2011,132274484.0,110.0,['English Language'],"['United States of America', 'France', 'United Kingdom', 'Germany']","['Action/Adventure', 'Romance Film', 'Action', 'Adventure']",Paul W.S. Anderson,"Paul W.S. Anderson, Alex Litvak, Andrew Davies","Logan Lerman, Orlando Bloom, Milla Jovovich, Christoph Waltz, Ray Stevenson, Luke Evans, Matthew MacFadyen, Mads Mikkelsen, James Corden, Gabriella Wilde, Juno Temple, Freddie Fox, Til Schweiger, Helen George, Christian Oliver, Markus Brandl, Dexter Fletcher, Jane Perry, Andy Gathergood, Ben Moor, Susanne Wolff, Carsten Norgaard, Nina Eichinger, Max Cane, Iain McKee, Isaiah Michalski, Gode Benedix, Hannes Wegener, Horst Kiss, Gudrun Meinecke, Victoria Koestler, Yvonne Pajonowski, Florian Brückner",Summit Entertainment,26.0,96.0,39.0,44726.0
2051,68705,3812366,/m/0b18vc,The Great Outdoors,1988,43455230.0,91.0,['English Language'],['United States of America'],"['Family Film', 'Slapstick', 'Comedy', 'Adventure']",Howard Deutch,John Hughes,"Dan Aykroyd, John Candy, Stephanie Faracy, Annette Bening, Chris Young, Ian Giatti, Hilary Gordon, Rebecca Gordon, Robert Prosky, Zoaunne LeRoy, Lucy Deakins, Nancy Lenehan, John Bloom (III), Lewis Arquette, Britt Leach, Cliff Bemis, Paul Hansen, Debra Lee Ortega, Sierra Somerville, Christine Spiotta, Chris Bass, Shirley Jane Harris, Christopher Kinsman, Andy Prosky, Raleigh Bond, Barry Thompson, Bart the Bear, Brian Healy",Universal Pictures,40.0,15.0,70.0,48167.0
2052,68737,13379536,/m/03c3fj1,The Jane Austen Book Club,2007,7117754.0,106.0,['English Language'],['United States of America'],"['Romantic comedy', 'Ensemble Film', 'Comedy-drama', 'Drama', 'Film adaptation', 'Romantic drama', 'Romance Film']",Robin Swicord,Robin Swicord,"Kathy Baker, Maria Bello, Emily Blunt, Amy Brenneman, Hugh Dancy, Maggie Grace, Lynn Redgrave, Jimmy Smits, Marc Blucas, Kevin Zegers, Parisa Fitz-Henley, Gwendoline Yeo, Gwendolyn Yeo, Nancy Travis, Ed Brigadier, Catherine Schreiber, Ned Hosford, Messy Stench, Chris Burket, Stephanie Denise Griffin, Myndy Crist, Graham Norris, Kurt Bryant, Russ Jones, Michelle Ewin, Miguel Nájera",Sony Pictures Classics,66.0,116.0,67.0,26998.0
2053,68741,2101749,/m/06m78c,Steel,1997,1710972.0,97.0,['English Language'],['United States of America'],"['Crime Fiction', 'Science Fiction', 'Action', 'Superhero movie']",Kenneth Johnson (I),Kenneth Johnson (I),"Shaquille O'Neal, Annabeth Gish, Richard Roundtree, Irma P. Hall, Ray J, Judd Nelson, Hill Harper, Thom Barry, Kerrie Keane, Tembi Locke, Eric Pierpoint, Gary Graham, Eric Saiet, George Lemore, Joseph Palmer, Eric Poppick, Rutanya Alda, John Hawkes, Steve Matilla, Claire Stansfield, Kevin Grevioux, Tim De Zarn, Michael Shamus Wiles, Kamau Holloway, Norris Young, Maurice Chasse, Josh Cruze, Harvey Silver, Nancy Wolfe, Danny Hartigan, Rick Worthy, Marabina Jaimes, Scotch Ellis Loring, Ben Lavington Martin, Dirk Wallace Craft, Jacquelyn Houston, John F. O'Donohue, John Patrick Hayes, Manner 'Mooky' Washington, Cyd Strittmatter, John Donohue, Jody Fasanella, Kevin Sifuentes, Joe Wandell, Joshua G. Adams, Zane Graham, Charles Napier",Warner Home Video,12.0,26.0,15.0,7067.0
2054,68780,2244939,/m/06yv1n,Clean and Sober,1988,8674093.0,124.0,['English Language'],['United States of America'],"['Drama', 'Addiction Drama']",Glenn Gordon Caron,"Tod Carroll, Glenn Gordon Caron","Michael Keaton, Kathy Baker, Morgan Freeman, M. Emmet Walsh, Luca Bercovici, Brian Benben, Tate Donovan, Henry Judd Baker, Claudia Christian, J. David Krassner, Dakin Matthews, Mary Catherine Martin, Patricia Quinn, Glenn Daniels, Marion Dougherty, Ben Piazza, Terri Hanauer, David A. Kimball, Pat Quinn, Veronica Redd, Sharie Doolittle, Sharon Medearis, Nick Savage, Sandra Foster, Pamela Dunlap, Leslie Neale, Anne Kerry Ford, Michael Francis Clarke, Doug MacHugh, Claudia Robinson, Rachel Ryan, Al Pugliese, Harley Jane Kozak, Stephanie Menuez, Michael Leopard, Douglas Roberts, Jean Nash",Warner Home Video,62.0,13.0,62.0,5743.0
2055,68788,4432750,/m/0c22kf,Cyrano de Bergerac,1950,1900000.0,112.0,['English Language'],['France'],"['Swashbuckler films', 'Costume drama', 'Epic', 'Black-and-white', 'Period piece', 'Drama', 'Film adaptation', 'Romantic drama', 'Romance Film']",Michael Gordon,"Carl Foreman, Brian Hooker","José Ferrer, Mala Powers, William Prince, Ralph Clanton, Morris Carnovsky, Lloyd Corrigan, Virginia Farmer, Edgar Barrier, Elena Verdugo, Al Cavens, Arthur Blake, Don Beddoe, Percy Helton, Virginia Christine, Gil Warren, Philip Van Zandt, Eric Sinclair, Richard Avonde, Paul Dubov, John Crawford, Jerry Paris, Robin Hughes, Albert Cravens, Francis Pierlot, John Harmon",VCI,78.0,27.0,81.0,3148.0
2056,68847,171939,/m/01738w,Small Soldiers,1998,54682547.0,110.0,['English Language'],['United States of America'],"['Science Fiction', 'Action', 'Adventure', 'Action Comedy', 'Fantasy', 'Comedy', 'Family Film', 'Fantasy Comedy']",Joe Dante,"Gavin Scott, Adam Rifkin, Ted Elliott, Terry Rossio","Gregory Smith, Denis Leary, Phil Hartman, David Cross, Jay Mohr, Kirsten Dunst, Kevin Dunn, Ann Magnuson, Wendy Schaal, Alexandra Wilson, Dick Miller, Robert Picardo, Tommy Lee Jones, Frank Langella, Ernest Borgnine, Jim Brown, Bruce Dern, George Kennedy, Clint Walker, Christopher Guest, Michael McKean, Harry Shearer, Christina Ricci, Sarah Michelle Gellar",Dreamworks,48.0,44.0,45.0,123482.0
2057,68895,7175865,/m/0kt_qm,The Chase,1966,,135.0,['English Language'],['United States of America'],"['Crime Fiction', 'Drama', 'Political drama', 'Film adaptation']",Arthur Penn,Lillian Hellman,"Marlon Brando, Jane Fonda, Robert Redford, E.G. Marshall, Angie Dickinson, Janice Rule, Miriam Hopkins, Martha Hyer, Richard Bradford, Robert Duvall, James Fox, Diana Hyland, Henry Hull, Jocelyn Brando, Katherine Walsh, Lori Martin, Marc Seaton, Paul Williams, Clifton James, Malcolm Atterbury, Nydia Westman, Joel Fluellen, Steve Ihnat, Maurice Manson, Bruce Cabot, Steve Whittaker, Pamela Curran, Ken Renard, Eduardo Ciannelli, Grady Sutton, Ralph Moody, Richard Collier, George Winters, Howard Wright, Monte Hale, Mel Gallagher, Ray Galvin, Davis Roberts",Columbia Pictures,89.0,9.0,74.0,2775.0
2058,68926,5429460,/m/0dlh47,The Postman Always Rings Twice,1981,12200000.0,123.0,['English Language'],"['United States of America', 'West Germany']","['Thriller', 'Crime Fiction', 'Erotic thriller', 'Mystery', 'Period piece', 'Drama', 'Suspense', 'Film adaptation', 'Crime Thriller', 'Film noir', 'Neo-noir']",Bob Rafelson,David Mamet,"Jack Nicholson, Jessica Lange, John Colicos, John P. Ryan, Michael Lerner, Anjelica Huston, William Traylor, Christopher Lloyd, Thomas Hill, Tani Phelps Guthrie, Jon Van Ness, Brian Farrell, Raleigh Bond, William Newman, Albert Henderson, Ken Magee, Eugene Peterson, Don Calfa, Louis Turenne, Charles B. Jenkins, Dick Balduzzi, John Furlong, Sam Edwards, Betty Cole, Joni Palmer, Ron Flagge, James O'Connell, William H. McDonald, Elsa Raven, Lionel Mark Smith, Brion James, Frank Arno, Virgil Frye, Tom Maier, Kenneth Cervi, Chris P. Rellias, Theodoros A. Karavidas, Basil J. Fovos, Nick Hasir, Demetrios Liappas, Kopi Sotiropulos, Tom Majer, Glenn Shadix, Tani Guthrie, Carolyn Coates, Jim S. Cash",Warner Home Video,79.0,14.0,59.0,9878.0
2059,68928,4823529,/m/0cpr0h,The Reptile,1966,,90.0,['English Language'],['United Kingdom'],"['Monster movie', 'Cult', 'Horror', 'Thriller', 'Creature Film']",John Gilling,"Anthony Hinds, John Elder","Jennifer Daniel, Ray Barrett, Jacqueline Pearce, Noel Willman, Michael Ripper, John Laurie, Marne Maitland, David Baron, Charles Lloyd Pack, Harold Goldblatt, George Woodbridge",Hammer Films,71.0,7.0,39.0,1101.0
2060,68955,11588549,/m/02rkjd5,Our Man in Havana,1959,,107.0,['English Language'],['United Kingdom'],"['Thriller', 'Political thriller', 'Black-and-white', 'Political satire', 'Satire', 'Drama', 'Comedy', 'Film adaptation', 'Crime Thriller', 'Spy']",Carol Reed,Graham Greene,"Alec Guinness, Maureen O'Hara, Burl Ives, Ernie Kovacs, Noel Coward, Grégoire Aslan, Raymond Huntley, Maxine Audley, Joseph G. Prieto, Duncan Macrae, Hugh Manning, Jo Morrow, Timothy Bateson, Maurice Denham, Paul Rogers, Gerik Schjelderup, Karel Stepanek, Karen Stepanek, Joseph Prieto, Yvonne Buckingham, Ferdinand ""Ferdy"" Mayne, Elisabeth Welch, Rachel Roberts",Kingsmead Productions,94.0,17.0,77.0,1584.0
2061,68958,28039318,/m/093dgy5,Night Catches Us,2010,,90.0,['English Language'],['United States of America'],"['Romantic drama', 'Romance Film', 'Drama', 'Indie', 'Period piece']",Tanya Hamilton,Tanya Hamilton,"Anthony Mackie, Kerry Washington, Jamie Hector, Wendell Pierce, Amari Cheatom, Novella Nelson, Tariq Trotter, Thomas Roy, Jamara Griffin, Colin Dixon, Shango Rich, Ron Simons, Damali Mason, Jann Ellis, Bill Zielinski, Christopher Kadish, Nakia Dillard, Matt Russell",Magnolia Picutres,81.0,57.0,66.0,1343.0
2062,69011,12230323,/m/02vwrw3,Wild Child,2008,21972336.0,98.0,['English Language'],"['United States of America', 'France', 'United Kingdom']","['Romance Film', 'Drama', 'Comedy', 'Teen']","Nicholas Moore, Nick Moore",Lucy Dahl,"Emma Roberts, Shirley Henderson, Natasha Richardson, Alex Pettyfer, Aidan Quinn, Nick Frost, Daisy Donovan, Jason Watkins, Kimberley Nixon, Georgia King, Juno Temple, Linzey Cocker, Ruby Thomas, Sophie Wu, Johnny Pacar, Eleanor Turner-Moss, Shelby Young, Lexi Ainsworth",Universal Pictures,41.0,27.0,61.0,17496.0
2063,69027,1045986,/m/0417k8,Cop Land,1997,44862187.0,105.0,['English Language'],['United States of America'],"['Thriller', 'Crime Fiction', 'Drama', 'Crime Thriller']",James Mangold,James Mangold,"Sylvester Stallone, Harvey Keitel, Ray Liotta, Robert De Niro, Peter Berg, Janeane Garofalo, Robert Patrick, Michael Rapaport, Annabella Sciorra, Noah Emmerich, Cathy Moriarty, John Spencer, Frank Vincent, Arthur J. Nascarella, Malik Yoba, Edie Falco, Victor Williams, Paul Calderon, John Doman, Deborah Harry, Vincent Laresca, Oliver Solomon, Terri Towns, David Butler (I), Brad Beyer, Charles Dumas, John E. Johnson, Frank Pellegrino, Robert John Burke, John Ventimiglia, Terry Serpico, Method Man, Paul Herman, Mel Gorham, Graciela Lecube, Chris Conte, Anthony Citro, Alexandra Adi, Mark Cassella, Timothy D. Stickney, William Kalaidjian, Sean Runnette, Michael Gaston, Ben Ellerin, David Diaz, Tracy O. Emory, Robert Castle, Bruce Altman, Carly Fordham, Tony Giorgio, Kevin O'Sullivan, Louis D'Alto, Sylvia Khan, Ronn Munro, John Henry, Richard Lisi, Hans Moody, Garry Pastore, Tony Sirico, Peter Wise, P.J. Brown, Manuel Corrado, Jeffrey Kaufman, Europe Harmon, Rene Ojeda",Miramax,75.0,65.0,67.0,51298.0
2064,69085,35908823,/m/0fbxfq,Slutty Summer,2004,,85.0,['English Language'],['United States of America'],"['LGBT', 'Romantic comedy', 'Sex comedy', 'Comedy-drama', 'Gay', 'Gay Interest', 'Drama', 'Comedy', 'Gay Themed', 'Romance Film']",Casper Andreas,Casper Andreas,"Casper Andreas, Jesse Archer, Jamie Hatchett, Jeffrey Christopher Todd, Virginia Bryan, Christos Klapsis, Lance Werth, J.R. Rolley, Lex Sosa, Nick Toren, Colin Houston, Melody Mepham, Jarret Sumers",TLA Releasing,11.0,9.0,36.0,893.0
2065,69121,5646183,/m/0dy16d,Traveller,1997,,101.0,['English Language'],['United States of America'],"['Crime Fiction', 'Romance Film', 'Drama', 'Indie']",Jack N. Green,Jim McGlynn,"Bill Paxton, Mark Wahlberg, Julianna Margulies, James Gammon, Luke Askew, Nikki Deloach, Danielle Wiener, Robert Peters, Michael Shaner, Vincent Chase, Rance Howard, Jean Speegle Howard, Andrew Porter, Roberts Peters, John Paxton, Jo Ann Pflug, John Bennes, Barbara Rowan, Trent McDevitt, Moses Gibson, Bonnie Johnson, Jim Flowers, Frederick E. Dann, Walter Cobb, Joanne Pankow, Chuck Kinlaw, Blaque Fowler, Ted Manson, Kerry Maher, John Easterbrook, Paddy Keenan, John Williams (XV), Nigel Stevens, Jackie Moran, Mary K. Heneghan",Evergreen,79.0,28.0,53.0,1954.0
2066,69199,735240,/m/036v_4,Agent Cody Banks 2: Destination London,2004,28818995.0,100.0,['English Language'],"['United States of America', 'United Kingdom']","['Adventure', ""Children's/Family"", 'Action/Adventure', 'Comedy', 'Family Film', 'Action', 'Family-Oriented Adventure', 'Spy']",Kevin Allen,"Harald Zwart, Dylan Sellers, Don Rhymer, Kevin Allen","Frankie Muniz, Anthony Anderson, Hannah Spearritt, Cynthia Stevenson, Daniel Roebuck, Anna Chancellor, Keith Allen, James Faulkner, David Kelly, Keith David, Connor Widdows, Santiago Segura, Rod Silvers, Jack Stanley, Joshua Brody, Sarah McNicholas, Philip Pedersen, Paul Kaye, Harry Burton, Julian Firth, Martyn Ellis, Mark Williams, James Dreyfus, Patti Love, Henry Miller, Masato Kamo, Sam Douglas, Alfie Allen, Leilah Isaac, Keiron Nelson, Theora Toumazi, Keshini Sukhram, Atim Laber, Carly Minsky, Chris Bodell, Javkhaa Chuluunbaatar, Sammy Razack",MGM,14.0,95.0,31.0,219736.0
2067,69213,5249016,/m/0d9w_w,The Gingerdead Man,2005,,70.0,['English Language'],['United States of America'],"['Monster movie', 'B-movie', 'Horror Comedy', 'Horror', 'Slasher', 'Comedy']",Charles Band,"Silvia St. Croix, August White","Gary Busey, Robin Sydney, Ryan Locke, Larry Cedar, Alexia Aleman, Jonathan Chase, Daniela Melgoza, Maggie Blye, Alexa Aleman, Newell Alexander, James Snyder",Goldhil Video,60.0,5.0,28.0,4012.0
2068,69223,6178986,/m/0fvctx,Lover Come Back,1961,,107.0,['English Language'],['United States of America'],"['Romantic comedy', 'Romance Film', 'Comedy']",Delbert Mann,"Stanley Shapiro, Paul Henning","Doris Day, Rock Hudson, Tony Randall, Edie Adams, Jack Oakie, Jack Kruschen, Ann B. Davis, Joe Flynn, Howard St. John, Karen Norris, Jack Albertson, Charles Watts, Donna Douglas, Ward Ramsey, John Litel, Chet Stratton, Mina Vaughn, Barbara Frederick, Nelson Leigh, Richard Deacon, Hilda Plowright, Kathleen Mulqueen, Joan Patrick, Ted Bessel, Al Hodge, William 'Billy' Benedict, Ted Bessell, Barbara Dorothy Clarke",Universal Pictures,90.0,10.0,77.0,5728.0
2069,69287,14090644,/m/03ct7jd,Eagle Eye,2008,178966569.0,118.0,['English Language'],"['United States of America', 'Germany']","['Thriller', 'Mystery', 'Action', 'Chase Movie']",D.J. Caruso,"Hillary Seitz, John Glenn, Dan McDermott, D.J. Caruso, Travis Wright","Shia LaBeouf, Michelle Monaghan, Michael Chiklis, Rosario Dawson, Billy Bob Thornton, Anthony Mackie, Dariush Kashani, Bill Smitrovich, Charles Carroll, William Sadler, Deborah Strang, Fahim Fazli, Jerry Ferrara, Eric Christian Olsen, Ethan Embry, Anthony Azizi, Cameron Boyce, Lynn Cohen",Paramount Studios,26.0,183.0,62.0,307353.0
2070,69305,666948,/m/0315w4,The Cell,2000,104155843.0,107.0,['English Language'],"['United States of America', 'Germany']","['Thriller', 'Science Fiction', 'Horror', 'Psychological thriller', 'Fantasy', 'Crime Thriller']",Tarsem Singh,Mark Protosevich,"Jennifer Lopez, Vince Vaughn, Vincent D'Onofrio, Marianne Jean-Baptiste, Jake Weber, Dylan Baker, James Gammon, Patrick Bauchau, Tara Subkoff, Jake Thomas, Dean Norris, Catherine Sutherland, Musetta Vander, Gerry Becker, Colton James, Lauri Johnson, Kamar de los Reyes, Christopher Janney, Nicholas Cascone, Joe La Piana, Pruitt Taylor Vince, Kim Chizevsky-Nicholls, Jennifer Dawn Day, Alanna Vicente, Aja Echols, Vanessa Branch, Elena Maddalo, Gareth Williams, Glenda Chism, Monica Creel, Joy Creel Liefeld, Leanna Creel, Alan Purwin, Tim",New Line Cinema,45.0,164.0,57.0,180872.0
2071,69314,18599471,/m/03ctzzn,The Private Lives of Pippa Lee,2009,2770941.0,93.0,['English Language'],['United States of America'],"['Drama', 'Romantic drama', 'Romance Film', 'Comedy-drama', 'Film adaptation']",Rebecca Miller,Rebecca Miller,"Robin Wright, Blake Lively, Alan Arkin, Keanu Reeves, Maria Bello, Zoe Kazan, Winona Ryder, Mike Binder, Monica Bellucci, Ryan McDonald, Julianne Moore, Shirley Knight, Tim Guinee, Robin Weigert",Screen Media Films,69.0,75.0,50.0,17869.0
2072,69357,2268745,/m/06_m2r,Blood and Wine,1997,,98.0,['English Language'],"['United States of America', 'United Kingdom']","['Thriller', 'Crime Fiction', 'Crime Drama', 'Drama', 'Heist', 'Crime Thriller', 'Neo-noir']","Bob Rafelson, George Bud Davis","Bob Rafelson, Nick Villiers, Alison Cross, Nick Villers","Jack Nicholson, Michael Caine, Judy Davis, Stephen Dorff, Jennifer Lopez, Harold Perrineau, John Seitz, Mike Starr, Robyn Peterson, Marc Macaulay, Dan Daily, Marta Velasco, Thom Christopher, Mario Ernesto Sánchez, John Hackett, Hector Montano, Vanessa L. Hernandez, Carmen Lopez, Antoni Corone, Jim Torres Towers, Glice Montano, Robert Catrini",Twentieth Century Fox Home Entertainment,61.0,31.0,35.0,3197.0
2073,69457,32613999,/m/0h13grz,Paul Goodman Changed My Life,2011,,89.0,['English Language'],['United States of America'],"['Biographical film', 'Drama', 'Documentary']",Jonathan Lee,,"Paul Goodman, Noam Chomsky, Judith Malina, Ned Rorem",Zeitgeist Films,95.0,20.0,64.0,257.0
2074,69464,1197558,/m/04gjn8,"Murder, My Sweet",1944,,95.0,['English Language'],['United States of America'],"['Thriller', 'Crime Fiction', 'Detective fiction', 'Detective', 'Black-and-white', 'Mystery', 'Drama', 'Crime Thriller', 'Film noir']",Edward Dmytryk,John Paxton,"Dick Powell, Anne Shirley, Claire Trevor, Otto Kruger, Mike Mazurki, Miles Mander, Douglas Walton, Don Douglas, Ralf Harolde, Esther Howard, John Indrisano, Jack Carr, Shimen Ruskin, Lawrence Wheat, Dewey Robinson, Larry Wheat, Sam Finn, Bernice Ahi, Donald Kerr, Paul Phillips, Stanley Andrews, Ralph Dunn, Ernie S. Adams, George Anderson, Paul Hilton",Warner Home Video,94.0,17.0,87.0,3787.0
2075,69470,5158963,/m/0d5jj8,Amos & Andrew,1993,9745803.0,96.0,['English Language'],['United States of America'],"['Action/Adventure', 'Parody', 'Action', 'Satire', 'Comedy']",E. Max Frye,E. Max Frye,"Samuel L. Jackson, Nicolas Cage, Dabney Coleman, Michael Lerner, Margaret Colin, Brad Dourif, Giancarlo Esposito, Bob Balaban, Chelcie Ross, Jodi Long, Tracey Walter, I.M. Hobson, Jeff Blumenkrantz, Todd Weeks, Jordan Lund, Michael Burgess, Leonor Anthony, Walter Raymond, Loretta Devine, Ron Taylor, Aimee Graham, Ernie Garrett, Allison Mackie, Eric Paisley, Kim Staunton",Sony Pictures Home Entertainment,17.0,24.0,31.0,7670.0
2076,69493,11006751,/m/02qxxw9,The Man from Planet X,1951,,70.0,['English Language'],['United States of America'],"['Cult', 'Alien Film', 'Science Fiction', 'Zombie Film', 'Black-and-white']",Edgar G. Ulmer,"Aubrey Wisberg, Jack Pollexfen","Margaret Field, Robert Clarke, Raymond Bond, William Schallert, Roy Engel, Charles Davis, Gilbert Fallman, David Ormont, Tom Daly",MGM Home Entertainment,100.0,7.0,38.0,1371.0
2077,69502,1071462,/m/043frw,Radio Flyer,1992,4651977.0,113.0,['English Language'],['United States of America'],"['Drama', 'Fantasy']",Richard Donner,David Mickey Evans,"Elijah Wood, Joseph Mazzello, Adam Baldwin, Lorraine Bracco, John Heard, Ben Johnson, Sean Baca, Tom Hanks, Robert Munic, Garette Ratliff Henson, Mike Fenton, Noah Verduzco, Isaac Ocampo, Valorie Massalas, Kaylan Romero, Rhea Perlman, Abraham J. Verduzco, T.J. Evans, Judy Taylor, Victor DiMattia, Adam Hendershott, Daniel Bieber, Coleby Lombardo, Mike Simmrin, Elden Henson, Lennard Camarillo, Lois Foraker, William J. Bonnel, Henry LaPlante, Stephen Kahan, Steven A. Jones, Steven Anthony Jones, Scott Lloyd Nimerfro, Paul Tuerpé, Reye Reed, Susan Gale Linn, Dawan Scott, James Oliver, Michael Maiello, Hattie Schwartzberg, Joan Hyman, John Mazzello, Hannah Wood, James W. Gavin",Sony Pictures Home Entertainment,33.0,39.0,73.0,15619.0
2078,69538,1396533,/m/04z92b,Pushing Tin,1999,8408835.0,124.0,['English Language'],"['United States of America', 'Germany']","['Ensemble Film', 'Comedy-drama', 'Workplace Comedy', 'Drama', 'Comedy', 'Airplanes and airports']",Mike Newell,"Les Charles, Glen Charles","John Cusack, Billy Bob Thornton, Cate Blanchett, Angelina Jolie, Jake Weber, Kurt Fuller, Vicki Lewis, Matt Ross, Jerry Grayson, Michael Willis, Philip Akin, Mike O'Malley, Neil Crone, Matt Gordon, Joe Pingue, Shaun Majumder, Dwight McFee, Rob Smith, Catherine Lloyd Burns, Star Jasper, Molly Price, Sarah Knowlton, Kiersten Warren, Andrew Von Dan Houghton, Tennyson Loeh, Michael Hyatt, Jillian Cameron, Sean Cameron Michael, Carolyn Scott, Cody Jones, Jimmy Ruderman, Paul Brogren, Gene Dinovi, Emile Belcourt, Robyn Stevan, Amanda Delaney, Ferne Downey, Joe Matheson, Gina Clayton, Matthew Bennett, Jim Millington, Ramona Milano, Ray Paisley, Rita Tuckett, Bob Bidaman, Dick Callahan, Brian King, Julia Paton, Jenny Parsons, John Lefebvre, John Robinson (IX), Todd Faithfull, John Carroll Lynch",Twentieth Century Fox Home Entertainment,48.0,67.0,42.0,33890.0
2079,69578,461657,/m/02ccl6,The Decline of Western Civilization,1981,,100.0,['English Language'],['United States of America'],"['Culture & Society', 'Punk rock', 'Biography', 'Rockumentary', 'Music', 'Documentary']",Penelope Spheeris,Penelope Spheeris,"Alice Bag Band, Black Flag, Catholic Discipline, The Circle Jerks, Fear, The Germs, Keith Morris",Spheeris Films,100.0,22.0,85.0,2672.0
2080,69664,2649257,/m/07v8_d,Pride and Prejudice,1940,1001000.0,118.0,['English Language'],['United States of America'],"['Costume drama', 'Romance Film', 'Drama', 'Black-and-white', 'Film adaptation']",Robert Z. Leonard,"Aldous Huxley, Jane Murfin, Jane Austen, Victor Heerman, Sarah Mason, Tess Slesinger, John Van Druten","Greer Garson, Laurence Olivier, Edna May Oliver, Maureen O'Sullivan, Ann Rutherford, Mary Boland, Bruce Lester, Frieda Inescort, Edmund Gwenn, Karen Morley, Heather Angel, Marsha Hunt, Edward Ashley, Melville Cooper, Marten Lamont, E.E. Clive, May Beatty, Marjorie Wood, Gia Kent, Gerald Oliver Smith, Vernon P. Downing, Bruce Lister, Buster Slaven, Wyndham Standing, Lowden Adams, Clara Reid, Claud Allister",WARNER BROTHERS PICTURES,100.0,11.0,77.0,9213.0
2081,69711,11637110,/m/02rmb_x,Joshua,2007,482355.0,105.0,['English Language'],['United States of America'],"['Thriller', 'Horror', 'Drama', 'Indie']",George Ratliff,"David Gilbert, George Ratliff","Sam Rockwell, Vera Farmiga, Celia Weston, Dallas Roberts, Jacob Kogan, Michael McKean, Nancy Giles, Linda Larkin, Alex Draper, Stephanie Roth Haberle, Ezra Barnes, Jodie Markell, Rufus Collins, Haviland Morris, Tom Bloom, Antonia Stout, Randy Ryan, Evan Seligman, Patrick Henney, Gurdeep Singh, Nicholas Guidry, Darrill Rosen, Daniel Jenkins, Erik M. Solky, Shianne Kolb, Lacey Vill, Nico Muhly",Fox Searchlight Pictures,62.0,100.0,40.0,536.0
2082,69738,1118829,/m/047nfz,Parenthood,1989,126297830.0,124.0,['English Language'],['United States of America'],"['Drama', 'Ensemble Film', 'Comedy-drama', 'Comedy', 'Domestic Comedy']",Ron Howard,"Lowell Ganz, Babaloo Mandel, Ron Howard","Steve Martin, Mary Steenburgen, Dianne Wiest, Jason Robards, Rick Moranis, Tom Hulce, Martha Plimpton, Keanu Reeves, Harley Jane Kozak, Dennis Dugan, Joaquin Phoenix, Eileen Ryan, Helen Shaw, Jasen Fisher, Paul Linke, Alisan Porter, Janet Hirshenson, Zachary Lavoy, Jane Jenkins, Ivyann Schwan, Alex Burrall, Lowell Ganz, Rance Howard, Max Elliott Slade, Clint Howard, Lamont Lofton, Erika Rafuls, Jordan Kessler, Billy Cohen, Isabel Cooley, Greg Gerard, Paul Keeley, Walter von Bonhorst, W. Bruce O'Donoghue, Isabelle Cooley, Sherry Ferguson, Todd Hallowell, Maxie Pontius, Richard Kuhlman, Lloyd Cleek, Mark Dana, Steve Zurk, Emil Felski, Charmin Talbert, Julie Lander, Janet Moore, Connie Adams, Claudio Jacobells, Hillary Matthews, Jonathan Bouck, Michael Mickens, Aspen Autrey, Brittany Paige Bouck, Louisa Marie, Cindi Vicino",MCA Universal Home Video,91.0,57.0,76.0,49342.0
2083,69749,16285552,/m/03wg0lz,The Best of Everything,1959,,121.0,['English Language'],['United States of America'],"['Romantic drama', 'Romance Film', 'Melodrama', 'Drama', 'Film adaptation']",Jean Negulesco,"Edith R. Sommer, Mann Rubin","Hope Lange, Stephen Boyd, Joan Crawford, Suzy Parker, Martha Hyer, Diane Baker, Brian Aherne, Robert Evans, Brett Halsey, Donald Harron, Sue Carson, Linda Hutchins, Lionel Kane, Ted Otis, Louis Jourdan, David Hoffman, Theodora Davitt, Alena Murray, Rachel Stephens, Julie Payne",20th Century Fox Film Corporation,67.0,6.0,59.0,608.0
