,Budget,Production Companies,ReleaseYear,Title,Director
6214,15000000,['Paramount Pictures'],2003,The Fighting Temptations,Jonathan Lynn
6215,0,['New Line Cinema'],2003,Secondhand Lions,Tim McCanlies
6216,22000000,"['Lakeshore Entertainment', 'Laurinfilm', 'Subterranean Productions LLC', 'Subterranean Productions UK Ltd.', 'Underworld Produktions GmbH']",2003,Underworld,Len Wiseman
6217,1000000,"['MGM', 'Silver Sphere Corporation']",2002,Bubba Ho-Tep,Don Coscarelli
6218,0,['IFC Films'],2003,Casa de los babys,John Sayles
6219,0,"['Citizen Films', 'Cofimage', 'Elizabeth Films', 'Group Dataciné', 'Berns Brothers Productions']",2002,Demonlover,Olivier Assayas
6220,0,[],2003,Emerald Cowboy,Andrew Molina
6221,0,"['Film Council', 'BBC Films', 'British Screen', 'The Film Consortium', 'Kismet Film Company']",2002,Close Your Eyes,Nick Willing
6222,0,[],2002,In This World,Michael Winterbottom
6223,0,[],2002,Tibet: Cry of the Snow Lion,Tom Piozet
6224,0,"['Lama Films', 'Lama Productions', 'Israel Cable Programming (ICP)']",2002,Yossi & Jagger,Eytan Fox
6225,40000000,"['Miramax Films', 'Flower Films']",2003,Duplex,Danny DeVito
6226,85000000,"['Columbia Pictures', 'Universal Pictures', 'Strike Entertainment', 'WWE Studios', 'Misher Films', 'IM3 Entertainment']",2003,The Rundown,Peter Berg
6227,18000000,"['Timnick Films', 'Blue Gardenia Productions', 'Touchstone Pictures', 'Tatiale Films']",2003,Under the Tuscan Sun,Audrey Wells
6228,0,[],2000,Camera Obscura,Hamlet Sarkissian
6229,0,"['ApolloMedia Distribution', 'Knightscove Entertainment']",2003,Kart Racer,Stuart Gillard
6230,0,['Eikon Film'],2003,Luther,Eric Till
6231,4361898,['icon'],2003,Mambo Italiano,Émile Gaudreault
6232,0,"['El Deseo', 'Milestone Productions']",2003,My Life Without Me,Isabel Coixet
6233,1000000,"[""Les Films d'Ici"", 'Gimages 204']",2002,To Be and to Have,Nicolas Philibert
6234,8000000,"['Sony Pictures Classics', 'Production Champion', 'Vivi Film']",2003,The Triplets of Belleville,Sylvain Chomet
6235,5952000,"['Universal Pictures', 'Famous Players Ltd', 'Guardian Trust Company', 'Filmplan International II']",1983,Videodrome,David Cronenberg
6236,0,[],2003,Life and Debt,Stephanie Black
6237,5200000,['Aamir Khan Productions'],2001,Lagaan: Once Upon a Time in India,Ashutosh Gowariker
6238,3000000,"['United Artists', 'Roxlom Films']",1961,Judgment at Nuremberg,Stanley Kramer
6239,0,"['Channel Four Films', 'Eurimages', 'Télévision Suisse-Romande (TSR)', 'Condor Films', 'Schweizerische Radio- und Fernsehgesellschaft (SRG)', 'Antea Cinematografica', 'Schweizer Fernsehen (FS)', 'Catpics', 'Cinerent Filmequipment Service AG', 'Cineverde', 'Dewe Hellthaler', ""Département Fédéral de l'Intérieur""]",1990,Journey of Hope,Xavier Koller
6240,118,[],1978,"Same Time, Next Year",Robert Mulligan
6241,0,"['Anglia Television', 'National Broadcasting Company', 'Tokyo Broadcasting System (TBS)']",1991,A Brief History of Time,Errol Morris
6242,0,"['DEFA', 'DEFA-Studio für Spielfilme', 'Gruppe ""Johannisthal""']",1974,Jacob the Liar,Frank Beyer
6243,0,['Villealfa Filmproduction Oy'],1989,Leningrad Cowboys Go America,Aki Kaurismäki
6244,8847685,['La Nouvelle Edition Francaise'],1939,The Rules of the Game,Jean Renoir
6245,0,['Metro-Goldwyn-Mayer (MGM)'],1954,Seven Brides for Seven Brothers,Stanley Donen
6246,0,['HB Filmes'],1985,Kiss of the Spider Woman,Hector Babenco
6247,8500000,"['Wildwood Enterprises', 'Warner Bros.']",1976,All the President's Men,Alan J. Pakula
6248,0,"['Caravan Pictures', 'Hollywood Pictures']",1994,Angie,Martha Coolidge
6249,0,"['Cecchi Gori Group Tiger Cinematografica', 'IMA Productions', 'La Sept Cinéma']",1996,The Apartment,Gilles Mimouni
6250,8000000,"['Bandai Visual Company', 'Nippon Herald Films', 'Dentsu Productions Ltd.', 'Deiz Production', 'Media Factory']",2001,Avalon,Mamoru Oshii
6251,0,"['Det Danske Filminstitut', 'Nordisk Film', 'Panorama Film A/S', 'Rungstedlundfonden']",1987,Babette's Feast,Gabriel Axel
6252,35000000,"['Studio Trite', 'Caméra One', 'France 2 Cinéma']",1998,The Barber of Siberia,Nikita Mikhalkov
6253,0,"['Universal Pictures', 'Northern Lights Entertainment']",1992,Beethoven,Brian Levant
6254,15000000,"['Universal Pictures', 'Northern Lights Entertainment']",1993,Beethoven's 2nd,Rod Daniel
6255,0,"['New World Pictures', 'Sequoia Productions']",1986,Black Moon Rising,Harley Cokeliss
6256,6500000,['Columbia Pictures Corporation'],1991,Boyz n the Hood,John Singleton
6257,30000000,"['TriStar Pictures', 'Baltimore Pictures']",1991,Bugsy,Barry Levinson
6258,0,"['The Rank Organisation', 'National Film Trustee Company', 'Robert Stigwood Organization (RSO)', 'Goodtimes Enterprises', 'Bugsy Malone Productions', 'National Film Finance Consortium']",1976,Bugsy Malone,Alan Parker
6259,0,['Film Horizon'],1991,By the Sword,Jeremy Kagan
6260,0,"['Cannon Group', 'Golan-Globus', 'Warner Bros.']",1986,Cobra,George P. Cosmatos
6261,0,"['Vía Digital', 'Lolafilms', 'Antena 3 Televisión']",2000,Common Wealth,Álex de la Iglesia
6262,18000000,"['Permut Presentations', 'Hollywood Pictures', 'Touchwood Pacific Partners 1']",1992,Consenting Adults,Alan J. Pakula
6263,3800000,['DACFILM Rome'],1985,Phenomena,Dario Argento
6264,3000000,"['Columbia Pictures Corporation', 'Renaissance Pictures', 'Embassy Film Associates']",1985,Crimewave,Sam Raimi
6265,6100000,['August Entertainment'],1995,Crying Freeman,Christophe Gans
6266,0,['Film Workshop'],2000,Time and Tide,Hark Tsui
6267,0,"['Universal Pictures', 'Celandine Films', 'The Monty Python Partnership']",1983,The Meaning of Life,Terry Jones
6268,7700000,"['Metro-Goldwyn-Mayer (MGM)', 'Winkast Film Productions', 'Jerry Gershwin Productions', 'Elliott Kastner Productions']",1968,Where Eagles Dare,Brian G. Hutton
6269,19000000,['Twentieth Century Fox Film Corporation'],1991,Sleeping with the Enemy,Joseph Ruben
6270,9000000,['Paul Schiff Productions'],1994,PCU,Hart Bochner
6271,10000000,"['Malpaso Productions', 'Warner Bros.']",1990,The Rookie,Clint Eastwood
6272,700000,['Universal Pictures'],1966,The Ghost and Mr. Chicken,Alan Rafkin
6273,25000000,"['Warner Bros.', 'Deliverance Productions', 'Malpaso Company, The']",1984,City Heat,Richard Benjamin
6274,11400000,['Universal Pictures'],1985,Into the Night,John Landis
6275,0,['Universal Pictures'],1987,Three O'Clock High,Phil Joanou
6276,0,['Warner Bros.'],1990,White Hunter Black Heart,Clint Eastwood
6277,0,"['Mosfilm', 'Belarusfilm']",1985,Come and See,Elem Klimov
6278,8000000,"['Miramax Films', 'Palace Pictures']",1991,A Rage in Harlem,Bill Duke
6279,5000000,['Copperheart Entertainment'],2000,Ginger Snaps,John Fawcett
6280,2500000,"['Lucasfilm', 'Universal Pictures']",1979,More American Graffiti,Bill Norton
6281,0,"['Fine Line Features', 'Polygram Filmed Entertainment', 'Joco']",1993,The Ballad of Little Jo,Maggie Greenwald
6282,0,"['Columbia Pictures Corporation', 'The Rank Organisation Film Productions', 'Carnival Films', 'London Weekend Television (LWT)']",1991,Under Suspicion,Simon Moore
6283,0,"['Propaganda Films', 'The Rank Organisation', 'Kuzui Enterprises']",1992,Ruby,John Mackenzie
6284,0,['Universal Pictures'],1967,The Reluctant Astronaut,Edward Montagne
6285,0,['Universal Pictures'],1968,The Shakiest Gun in the West,Alan Rafkin
6286,0,['Touchstone Pictures'],1994,It's Pat: The Movie,Adam Bernstein
6287,0,"['Canadian Film Development Corporation (CFDC)', 'Impact Films', 'Quadrant Films']",1974,Sunday in the Country,John Trent
6288,13000000,"['Touchstone Pictures', 'Interscope Communications', 'Nomura Babcock & Brown', 'In The Bag Productions']",1992,The Gun in Betty Lou's Handbag,Allan Moyle
6289,0,"['RKO Radio Pictures', 'Joseph Kaufmann Productions']",1952,Sudden Fear,David Miller
6290,0,[],2001,Nobody's Baby,David Seltzer
6291,0,['Paramount Pictures'],1991,Regarding Henry,Mike Nichols
6292,1000000,[],2000,The Debut,Gene Cajayon
6293,0,"['TriStar Pictures', 'Baltimore Pictures']",1993,Wilder Napalm,Glenn Gordon Caron
6294,0,"['Lisa-Film', 'Alex Cinematografica', 'Barthonia Film']",1980,Contamination,Luigi Cozzi
6295,0,['Miller Consolidated Pictures (MCP)'],1960,The Amazing Transparent Man,Edgar G. Ulmer
6296,0,['RKO Radio Pictures'],1939,Love Affair,Leo McCarey
6297,0,"['Shooting Gallery', 'Cinema Gypsy Productions']",2000,Once in the Life,Laurence Fishburne
6298,0,"['Capital Arts Entertainment', 'Millennium Films', 'Flirt Pictures']",2002,Try Seventeen,Jeffrey Porter
6299,0,['Simcha Productions'],1971,The Hospital,Arthur Hiller
6300,18000000,['Orion Pictures'],1992,Article 99,Howard Deutch
6301,0,"['Columbia Pictures Corporation', 'Hemdale Film', ""Lion's Gate Films""]",1972,Images,Robert Altman
6302,0,"['JF Productions', 'Recorded Picture Company (RPC)', 'Sunley Productions Ltd.']",1983,Eureka,Nicolas Roeg
6303,0,"['Channel Four Films', 'The Samuel Goldwyn Company']",1994,Oleanna,David Mamet
6304,0,['Hemdale Film'],1989,Chattahoochee,Mick Jackson
6305,5000000,"['Zoetrope Studios', 'Golan-Globus Productions']",1987,Tough Guys Don't Dance,Norman Mailer
6306,10500000,['Nelson Entertainment'],1994,There Goes My Baby,Floyd Mutrux
6307,500000,['Arachnid Productions Ltd.'],1977,Kingdom of the Spiders,John 'Bud' Cardos
6308,0,"['Cinema Center Films', 'Waterbury Films']",1970,Scrooge,Ronald Neame
6309,0,['Paramount Pictures'],1992,Leap of Faith,Richard Pearce
6310,0,['Cineville'],1992,Gas Food Lodging,Allison Anders
6311,3500000,"['Columbia Pictures Corporation', 'Pax Enterprises']",1967,In Cold Blood,Richard Brooks
6312,0,[],1987,Campus Man,Ron Casden
6313,0,"['Columbia Pictures Corporation', 'Bedford Productions Ltd.']",1965,The Bedford Incident,James B. Harris
6314,0,[],2000,Murderous Maids,Jean-Pierre Denis
6315,0,['Warner Bros.'],1942,Yankee Doodle Dandy,Michael Curtiz
6316,0,['Madhouse'],1993,Ninja Scroll,Yoshiaki Kawajiri
6317,0,"['Zespol Filmowy ""Kamera""']",1962,Knife in the Water,Roman Polanski
6318,0,['RKO Radio Pictures'],1941,All That Money Can Buy,William Dieterle
6319,23000000,['Universal Pictures'],1991,Mobsters,Michael Karbelnikoff
6320,0,[],2002,Charlotte Sometimes,Eric Byler
6321,50000000,"['Original Film', 'Monarch Pictures', 'Metro-Goldwyn-Mayer (MGM)']",2003,Out of Time,Carl Franklin
6322,35000000,"['Paramount Pictures', 'Scott Rudin Productions', 'Nickelodeon Movies', 'NEW Century', 'MFP Munich Film Partners GmbH & Company I. Produktions KG', 'Sor Productions']",2003,School of Rock,Richard Linklater
6323,0,[],2002,Concert for George,David Leland
6324,0,[],2003,The Event,Thom Fitzgerald
6325,0,['TLA Releasing'],2003,9 Dead Gay Guys,Lab Ky Mo
6326,500000,"['Next Wednesday Productions', 'SenArt Films']",2003,The Station Agent,Tom McCarthy
6327,5000000,['Lions Gate Films'],2003,Wonderland,James Cox
6328,25000000,"['Village Roadshow Pictures', 'Malpaso Productions', 'NPV Entertainment', 'Warner Bros.']",2003,Mystic River,Clint Eastwood
6329,17000000,"['Jim Henson Pictures', 'Metro-Goldwyn-Mayer (MGM)']",2003,Good Boy,John Hoffman
6330,7000000,"['Boll Kino Beteiligungs GmbH & Co. KG', 'Brightlight Pictures', 'Herold Productions', 'Mindfire Entertainment']",2003,House of the Dead,Uwe Boll
6331,30000000,"['Miramax Films', 'A Band Apart', 'Super Cool ManChu']",2003,Kill Bill: Vol. 1,Quentin Tarantino
6332,0,[],2003,Dopamine,Mark Decena
6333,0,[],2003,The Flower of Evil,Claude Chabrol
6334,0,['SRO Pictures'],2003,Girls Will Be Girls,Richard Day
6335,0,[],2002,Porn Theatre,Jacques Nolot
6336,60000000,"['Regency Enterprises', 'Epsilon Motion Pictures', 'New Regency Pictures']",2003,Runaway Jury,Gary Fleder
6337,9500000,"['New Line Cinema', 'Next Entertainment', 'Platinum Dunes', 'Focus Features', 'Radar Pictures', 'Chainsaw Productions LLC']",2003,The Texas Chainsaw Massacre,Marcus Nispel
6338,300000,"['Kalkaska Productions', 'IFC Productions']",2003,Pieces of April,Peter Hedges
6339,0,"['Fuji Television Network', 'Amuse Pictures', 'Shirogumi']",2002,Returner,Takashi Yamazaki
6340,7000000,['Focus Films'],2003,Sylvia,Christine Jeffs
6341,17000000,"['Jerry Bruckheimer Films', 'Touchstone Pictures']",2003,Veronica Guerin,Joel Schumacher
6342,12000000,"['Pathe Productions', 'Red Turtle']",2003,In the Cut,Jane Campion
6343,35000000,"['Mandalay Pictures', 'CP Medien AG', 'Camelot Pictures', 'Networxx - Film Management', ""Mel's Cite du Cinema""]",2003,Beyond Borders,Martin Campbell
6344,32000000,"['Revolution Studios', 'Tollin/Robbins Productions']",2003,Radio,Michael Tollin
6345,48000000,"['Dimension Films', 'Brad Grey Pictures']",2003,Scary Movie 3,David Zucker
6346,3000000,"['HBO Films', 'Fearmakers Studios']",2003,Elephant,Gus Van Sant
6347,0,"['Staccato Films', 'Luna Pictures', 'Velvet Films']",2001,Gypsy 83,Todd Stephens
6348,0,"['Icon Productions', 'Haft Entertainment', 'Paramount Classics', 'Airborne Productions']",2003,The Singing Detective,Keith Gordon
6349,3000000,"['Paramount Pictures', 'Oakhurst Productions']",1969,The Italian Job,Peter Collinson
6350,0,[],1984,Impulse,Graham Baker
6351,0,"['Avenue Pictures Productions', 'Home Box Office (HBO)', 'HBO Films']",2003,Normal,Jane Anderson
6352,0,"['British Broadcasting Corporation (BBC)', 'Ministère de la Culture de la Republique Française', 'Les Films Aleph', 'Historia']",1985,Shoah,Claude Lanzmann
6353,0,['Avery Pix'],2002,Unconditional Love,P.J. Hogan
6354,0,"['Alta Films S.A.', 'TTornasol Films S.A.']",2002,Sweet Sixteen,Ken Loach
6355,0,"['Cannon Group', 'Golan-Globus Productions']",1988,Alien from L.A.,Albert Pyun
6356,0,['Paramount Pictures'],1977,Black Sunday,John Frankenheimer
6357,0,[],1990,Men of Respect,William Reilly
6358,7000000,['Fireworks Pictures'],2002,Interstate 60: Episodes of the Road,Bob Gale
6359,0,"['Paramount Pictures', 'Dino De Laurentiis Company']",1976,Lipstick,Lamont Johnson
6360,0,['Davis Entertainment'],1992,Storyville,Mark Frost
6361,0,[],1985,That Was Then... This Is Now,Christopher Cain
6362,0,"['Hollywood Pictures', 'Aurora Productions', 'PolyGram Filmed Entertainment', 'Interscope Communications']",1994,Holy Matrimony,Leonard Nimoy
6363,0,"['Amex Productions', 'Frank Melford-Jack Dietz Productions']",1957,The Black Scorpion,Edward Ludwig
6364,400000,['Hammer Film Productions'],1974,Captain Kronos: Vampire Hunter,Brian Clemens
6365,0,['Columbia Pictures'],1946,The Jolson Story,Alfred E. Green
6366,0,['Columbia Pictures Corporation'],1941,You'll Never Get Rich,Sidney Lanfield
6367,0,['Hammer Film Productions'],1973,Frankenstein and the Monster from Hell,Terence Fisher
6368,0,"['Cyclops Vision', 'PTTP Films']",1997,Preaching to the Perverted,Stuart Urban
6369,0,['New Line Cinema'],1990,Chicago Joe and the Showgirl,Bernard Rose
6370,0,['Bert I. Gordon Productions'],1962,The Magic Sword,Bert I. Gordon
6371,0,['Great American Films Limited Partnership'],1987,Promised Land,Michael Hoffman
6372,0,['Epic Productions'],1956,Aparajito,Satyajit Ray
6373,0,"['Universal Pictures', 'Tartan Films', 'Pando Company Inc.']",1971,The Hired Hand,Peter Fonda
6374,0,"['Les Films Corona', 'Euro International Film (EIA)', 'Selenia Cinematografica']",1970,The Red Circle,Jean-Pierre Melville
6375,0,"['Film Polski Film Agency', 'Zespól Filmowy ""X""']",1977,Man of Marble,Andrzej Wajda
6376,0,['Universal Pictures'],1942,Sherlock Holmes and the Voice of Terror,John Rawlins
6377,0,[],1943,Sherlock Holmes Faces Death,Roy William Neill
6378,0,['Universal Pictures'],1943,Sherlock Holmes in Washington,Roy William Neill
6379,0,['Columbia Pictures Corporation'],1956,The Solid Gold Cadillac,Richard Quine
6380,30000000,"['Miramax Films', 'Lakeshore Entertainment', 'Cinerenta Medienbeteiligungs KG', 'Stone Village Pictures', 'Cinepsilon']",2003,The Human Stain,Robert Benton
6381,0,"['Aviator Films', 'Bill Kenwright Films']",2003,"Die, Mommie, Die!",Mark Rucker
6382,0,[],2003,Girlhood,Liz Garbus
6383,6000000,"['Lions Gate Films', 'Cruise/Wagner Productions', 'Baumgarten Merims Productions']",2003,Shattered Glass,Billy Ray
6384,0,['Filmacres'],2001,Suspended Animation,John D. Hancock
6385,32000000,"['New Line Cinema', 'Gold/Miller Productions', 'Guy Walks into a Bar Productions']",2003,Elf,Jon Favreau
6386,0,"['Intrinsic Value Films', 'Jubilee Productions']",2002,Anything But Love,Robert Cary
6387,0,[],2003,Billabong Odyssey,Philip Boston
6388,0,"['Studio Hamburg Filmproduktion', 'Dom Film GmbH']",1999,Gloomy Sunday,Rolf Schübel
6389,0,[],2002,In My Skin,Marina de Van
6390,0,[],2003,Just an American Boy,Amos Poe
6391,40000000,"['Universal Pictures', 'DNA Films', 'StudioCanal', 'Working Title Films']",2003,Love Actually,Richard Curtis
6392,0,['Centre National de la Cinématographie (CNC)'],2002,Love Forbidden,Rodolphe Marconi
6393,0,"['Sandollar Productions', 'Touchstone Pictures']",1991,Father of the Bride,Charles Shyer
6394,0,[],2003,My Architect,Nathaniel Kahn
6395,150000000,"['Universal Pictures', 'Twentieth Century Fox Film Corporation', 'Samuel Goldwyn Films', 'Miramax']",2003,Master and Commander: The Far Side of the World,Peter Weir
6396,300000,"['Paramount Pictures', 'MTV Films']",2003,Tupac: Resurrection,Lauren Lazin
6397,0,"['North by Northwest Entertainment', 'Echo Lake Entertainment', 'Aura Entertainment']",2003,The Big Empty,Steve Anderson
6398,60000000,"['Columbia Pictures', 'Imagine Entertainment', 'Revolution Studios', 'Daniel Ostroff Productions']",2003,The Missing,Ron Howard
6399,0,"['Imagine Entertainment', 'DreamWorks SKG', 'Universal Pictures']",2003,The Cat in the Hat,Bo Welch
6400,40000000,"['Columbia Pictures Corporation', 'Dark Castle Entertainment', 'Warner Bros.']",2003,Gothika,Mathieu Kassovitz
6401,20000000,"['This Is That Productions', 'Y Productions', 'Mediana Productions Filmgesellschaft']",2003,21 Grams,Alejandro G. Iñárritu
6402,8000000,"['Pyramide Productions', 'Cinémaginaire Inc.', 'Téléfilm Canada', 'The Harold Greenberg Fund', 'Astral Films', 'Canal+', 'Société Radio-Canada', 'Société de Développement des Entreprises Culturelles (SODEC)', 'Centre National de la Cinématographie (CNC)']",2003,The Barbarian Invasions,Denys Arcand
6403,0,[],2002,Blue Gate Crossing,Chih-yen Yee
6404,23000000,"['Columbia Pictures', 'Triptych Pictures', 'Dimension Films (US version)']",2003,Bad Santa,Terry Zwigoff
6405,90000000,"['Walt Disney Pictures', 'Gunn Films', 'Doom Buggy Productions']",2003,The Haunted Mansion,Rob Minkoff
6406,80000000,"['Paramount Pictures', ""Donners' Company"", 'Mutual Film Company', 'Cobalt Media Group', 'Artists Production Group (APG)']",2003,Timeline,Richard Donner
6407,0,"['Aligator Producciones', 'Tchin Tchin Productions']",1989,Marquis,Henri Xhonneux
6408,0,['New Line Cinema'],1992,Damage,Louis Malle
6409,0,[],2002,OT: Our Town,Scott Hamilton Kennedy
6410,0,[],2002,Devil's Playground,Lucy Walker
6411,0,"['Goldcrest Films International', 'National Film Finance Corporation (NFFC)']",1985,Dance with a Stranger,Mike Newell
6412,16000000,"['Universal Pictures', 'Renaissance Pictures']",1990,Darkman,Sam Raimi
6413,0,['Fugitive Features'],1994,Death Machine,Stephen Norrington
6414,0,['Les Films du Loup'],1983,The Last Battle,Luc Besson
